qa,qb,name_a,arr_a,name_b,arr_b,n_collisions,shape,extent_m,az_deg,centroid_lat,centroid_lng,median_d_a_m,median_d_b_m,asymmetry_median,highway_types,density_per_100m
6,296,Nouveau-Pont,5ème Arrondissement,Bocossi-Tokpa,5ème Arrondissement,1,point,0.0,,6.36653,2.4334,284.7,241.1,0.153,residential|secondary,
6,296,Nouveau-Pont,5ème Arrondissement,Bocossi-Tokpa,5ème Arrondissement,1,point,0.0,,6.36994,2.433477,242.4,278.9,0.131,primary|residential,
42,259,Kpondéhou-Tchèmè,2ème Arrondissement,Ayélawadjè-Agongbomè,3ème Arrondissement,1,point,0.0,,6.38238,2.451583,214.8,212.3,0.012,residential|tertiary,
42,259,Kpondéhou-Tchèmè,2ème Arrondissement,Ayélawadjè-Agongbomè,3ème Arrondissement,1,point,0.0,,6.382384,2.450938,286.0,141.0,0.507,residential|tertiary,
42,259,Kpondéhou-Tchèmè,2ème Arrondissement,Ayélawadjè-Agongbomè,3ème Arrondissement,1,point,0.0,,6.383063,2.451586,284.7,282.2,0.009,residential,
42,259,Kpondéhou-Tchèmè,2ème Arrondissement,Ayélawadjè-Agongbomè,3ème Arrondissement,1,point,0.0,,6.38166,2.451574,287.9,286.4,0.005,residential,
183,194,Midombo,3ème Arrondissement,Adjégounlè,3ème Arrondissement,2,intersection,20.3,86.2,6.37495,2.444478,265.9,10.2,0.962,residential,9.85
183,194,Midombo,3ème Arrondissement,Adjégounlè,3ème Arrondissement,1,point,0.0,,6.375828,2.444578,158.7,97.0,0.389,residential,
183,194,Midombo,3ème Arrondissement,Adjégounlè,3ème Arrondissement,2,intersection,17.3,-168.3,6.377175,2.444577,8.7,247.0,0.965,residential|tertiary,11.53
183,194,Midombo,3ème Arrondissement,Adjégounlè,3ème Arrondissement,1,point,0.0,,6.376445,2.444583,90.1,165.6,0.456,residential,
183,194,Midombo,3ème Arrondissement,Adjégounlè,3ème Arrondissement,1,point,0.0,,6.375839,2.443296,283.5,232.4,0.18,residential,
114,151,Dédokpo,4ème Arrondissement,Abokicodji-Lagune,4ème Arrondissement,1,point,0.0,,6.365193,2.442255,260.3,79.0,0.697,residential|secondary,
114,151,Dédokpo,4ème Arrondissement,Abokicodji-Lagune,4ème Arrondissement,1,point,0.0,,6.367299,2.442323,50.7,288.6,0.824,residential|secondary,
114,151,Dédokpo,4ème Arrondissement,Abokicodji-Lagune,4ème Arrondissement,4,linear_corridor,85.6,-174.2,6.366317,2.442157,153.1,186.2,0.178,residential|secondary|unclassified,4.67
193,245,Gbénonkpô,3ème Arrondissement,Gbèdjèwin,4ème Arrondissement,1,point,0.0,,6.369937,2.444023,246.9,297.0,0.169,residential|tertiary,
114,172,Dédokpo,4ème Arrondissement,Misséssin,4ème Arrondissement,3,linear_corridor,62.5,173.9,6.37023,2.442775,251.2,137.6,0.452,residential|secondary,4.8
114,172,Dédokpo,4ème Arrondissement,Misséssin,4ème Arrondissement,1,point,0.0,,6.369423,2.444437,282.7,143.0,0.494,residential|tertiary,
114,172,Dédokpo,4ème Arrondissement,Misséssin,4ème Arrondissement,1,point,0.0,,6.368232,2.442528,46.5,291.7,0.841,residential|secondary,
114,172,Dédokpo,4ème Arrondissement,Misséssin,4ème Arrondissement,2,linear_corridor,52.4,-170.9,6.36904,2.44267,137.7,200.5,0.313,residential|secondary,3.82
114,193,Dédokpo,4ème Arrondissement,Gbénonkpô,3ème Arrondissement,3,linear_corridor,62.5,173.9,6.37023,2.442775,251.2,161.9,0.355,residential|secondary,4.8
114,193,Dédokpo,4ème Arrondissement,Gbénonkpô,3ème Arrondissement,1,point,0.0,,6.369273,2.442707,163.9,249.1,0.342,residential|secondary,
114,245,Dédokpo,4ème Arrondissement,Gbèdjèwin,4ème Arrondissement,1,point,0.0,,6.369423,2.444437,282.7,223.8,0.208,residential|tertiary,
108,132,Adôgléta,3ème Arrondissement,Hlacômey,3ème Arrondissement,3,linear_corridor,69.5,-165.7,6.386235,2.440545,39.3,278.4,0.859,residential|secondary,4.32
108,132,Adôgléta,3ème Arrondissement,Hlacômey,3ème Arrondissement,1,point,0.0,,6.387875,2.440775,227.2,90.5,0.602,residential|secondary,
108,132,Adôgléta,3ème Arrondissement,Hlacômey,3ème Arrondissement,4,linear_corridor,109.3,-171.7,6.387176,2.440052,228.3,222.0,0.028,residential,3.66
108,132,Adôgléta,3ème Arrondissement,Hlacômey,3ème Arrondissement,1,point,0.0,,6.387249,2.440714,157.3,160.4,0.02,residential|secondary,
81,164,Godomey-Togoudo,Godomey,Sèdomey,Godomey,2,intersection,40.3,-174.8,6.404117,2.341343,279.0,52.3,0.813,tertiary,4.96
81,164,Godomey-Togoudo,Godomey,Sèdomey,Godomey,1,point,0.0,,6.401837,2.341379,43.0,288.3,0.851,residential|tertiary|trunk,
81,164,Godomey-Togoudo,Godomey,Sèdomey,Godomey,10,linear_corridor,198.4,123.3,6.403039,2.341061,190.4,204.5,0.069,residential|tertiary|trunk,5.04
11,81,"Djoukpa-Togoudo
",Godomey,Godomey-Togoudo,Godomey,1,point,0.0,,6.402056,2.340324,291.3,105.0,0.64,residential|secondary,
11,81,"Djoukpa-Togoudo
",Godomey,Godomey-Togoudo,Godomey,4,linear_corridor,127.0,124.4,6.402737,2.339343,154.5,241.8,0.361,residential|secondary,3.15
11,81,"Djoukpa-Togoudo
",Godomey,Godomey-Togoudo,Godomey,1,point,0.0,,6.401802,2.339638,296.8,188.2,0.366,residential,
11,81,"Djoukpa-Togoudo
",Godomey,Godomey-Togoudo,Godomey,1,point,0.0,,6.403225,2.339555,242.8,284.2,0.146,residential,
105,292,Missité,13ème Arrondissement,Gbèdégbé,13ème Arrondissement,4,linear_corridor,120.0,-162.8,6.365659,2.387109,215.3,205.8,0.044,residential|secondary,3.33
105,292,Missité,13ème Arrondissement,Gbèdégbé,13ème Arrondissement,1,point,0.0,,6.365884,2.386368,258.5,89.5,0.654,residential|secondary,
105,292,Missité,13ème Arrondissement,Gbèdégbé,13ème Arrondissement,2,linear_corridor,50.7,164.1,6.366843,2.387182,239.6,264.1,0.093,residential,3.95
56,266,Sodjatinmè-Ouest,4ème Arrondissement,Fifatin,3ème Arrondissement,1,point,0.0,,6.370192,2.451584,287.9,208.7,0.275,residential|tertiary,
49,280,"Finafa
",Godomey,"Sèdjannako
",Godomey,1,point,0.0,,6.391254,2.352404,258.0,53.9,0.791,residential|tertiary,
49,280,"Finafa
",Godomey,"Sèdjannako
",Godomey,2,linear_corridor,56.2,-147.9,6.392938,2.353429,47.0,264.9,0.823,residential|tertiary,3.56
49,280,"Finafa
",Godomey,"Sèdjannako
",Godomey,1,point,0.0,,6.392214,2.352969,135.3,176.6,0.234,residential|tertiary,
49,280,"Finafa
",Godomey,"Sèdjannako
",Godomey,2,intersection,43.2,-151.1,6.391781,2.353403,222.1,220.3,0.008,residential,4.63
49,280,"Finafa
",Godomey,"Sèdjannako
",Godomey,1,point,0.0,,6.392697,2.352207,235.2,276.5,0.149,residential,
280,302,"Sèdjannako
",Godomey,Hlouacomey,Godomey,1,point,0.0,,6.391835,2.350137,245.8,274.2,0.104,residential|trunk|unclassified,
206,212,Sèdjro-Saint-Michel,7ème Arrondissement,Gbédokpo,5ème Arrondissement,1,point,0.0,,6.365086,2.431502,283.1,190.2,0.328,primary|residential,
206,212,Sèdjro-Saint-Michel,7ème Arrondissement,Gbédokpo,5ème Arrondissement,6,linear_corridor,88.9,141.1,6.365751,2.428621,214.7,268.5,0.2,primary|residential|tertiary,6.75
206,212,Sèdjro-Saint-Michel,7ème Arrondissement,Gbédokpo,5ème Arrondissement,1,point,0.0,,6.365572,2.431115,215.0,258.3,0.168,primary|residential,
104,128,Aïdjèdo,6ème Arrondissement,Aïdjèdo-Ahito,6ème Arrondissement,1,point,0.0,,6.378394,2.423363,215.1,200.7,0.067,residential,
104,128,Aïdjèdo,6ème Arrondissement,Aïdjèdo-Ahito,6ème Arrondissement,1,point,0.0,,6.377923,2.423733,254.1,267.2,0.049,residential,
104,128,Aïdjèdo,6ème Arrondissement,Aïdjèdo-Ahito,6ème Arrondissement,1,point,0.0,,6.37885,2.423003,279.6,263.8,0.057,residential,
61,128,Fignon-Sikê,7ème Arrondissement,Aïdjèdo-Ahito,6ème Arrondissement,1,point,0.0,,6.375654,2.419865,171.9,276.6,0.379,residential,
61,128,Fignon-Sikê,7ème Arrondissement,Aïdjèdo-Ahito,6ème Arrondissement,1,point,0.0,,6.376404,2.419893,255.3,286.0,0.107,residential,
263,278,Djidjè,6ème Arrondissement,Hindé-Nord,6ème Arrondissement,1,point,0.0,,6.379178,2.430408,203.3,236.8,0.141,residential,
263,278,Djidjè,6ème Arrondissement,Hindé-Nord,6ème Arrondissement,3,intersection,62.1,79.9,6.37822,2.433176,276.0,152.9,0.446,residential,4.83
263,278,Djidjè,6ème Arrondissement,Hindé-Nord,6ème Arrondissement,2,intersection,42.7,142.6,6.379154,2.432682,145.3,249.9,0.419,residential,4.69
263,278,Djidjè,6ème Arrondissement,Hindé-Nord,6ème Arrondissement,1,point,0.0,,6.378517,2.430928,281.9,156.4,0.445,residential,
196,263,Aïdjèdo-Vignon,6ème Arrondissement,Djidjè,6ème Arrondissement,1,point,0.0,,6.379178,2.430408,296.9,203.3,0.315,residential,
